DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
17,3,EV,12266,12264,-5,-23
15,1,EV,12266,12264,-4,-13
19,5,EV,12266,12264,-5,-2
18,4,EV,12266,12264,6,17
23,2,EV,12266,12264,3,8
24,3,EV,12266,12264,4,11
21,7,EV,12266,12264,-4,-21
22,1,EV,12266,12264,-5,-24
28,7,EV,12266,12264,-5,1
26,5,EV,12266,12264,-3,-19
25,4,EV,12266,12264,-3,-31
30,2,EV,12266,12264,-4,-6
29,1,EV,12266,12264,-2,-8
13,6,EV,13871,12266,138,127
27,6,EV,13871,12266,-10,-18
20,6,EV,13871,12266,6,-10
13,6,EV,10721,11042,-3,-1
20,6,EV,10721,11042,1,4
27,6,EV,10721,11042,-4,-19
6,6,EV,11066,12266,-1,-5
7,7,EV,11618,15016,-8,-14
8,1,EV,11618,15016,-9,-16
9,2,EV,11618,15016,63,56
10,3,EV,11618,15016,51,
5,5,EV,11618,15016,25,15
4,4,EV,11618,15016,-7,-21
3,3,EV,11618,15016,49,44
2,2,EV,11618,15016,97,94
1,1,EV,11618,15016,70,105
14,7,EV,11618,15016,1,17
11,4,EV,11618,15016,32,31
12,5,EV,11618,15016,,
28,7,EV,11618,15016,-8,-20
26,5,EV,11618,15016,93,121
22,1,EV,11618,15016,5,-6
21,7,EV,11618,15016,-8,-13
24,3,EV,11618,15016,140,162
23,2,EV,11618,15016,15,19
18,4,EV,11618,15016,25,27
19,5,EV,11618,15016,,
15,1,EV,11618,15016,-10,-3
17,3,EV,11618,15016,228,210
16,2,EV,11618,15016,-6,-3
29,1,EV,11618,15016,44,51
30,2,EV,11618,15016,-3,-23
6,6,EV,12266,11066,-3,-4
7,7,EV,15016,11618,-9,-23
10,3,EV,15016,11618,,
9,2,EV,15016,11618,32,23
8,1,EV,15016,11618,-9,-24
1,1,EV,15016,11618,90,84
2,2,EV,15016,11618,80,63
3,3,EV,15016,11618,25,18
4,4,EV,15016,11618,-9,-22
5,5,EV,15016,11618,-3,-19
12,5,EV,15016,11618,,
11,4,EV,15016,11618,16,15
14,7,EV,15016,11618,-5,-10
16,2,EV,15016,11618,-10,-16
17,3,EV,15016,11618,190,184
15,1,EV,15016,11618,-14,-26
19,5,EV,15016,11618,,
18,4,EV,15016,11618,42,55
23,2,EV,15016,11618,7,9
24,3,EV,15016,11618,144,136
21,7,EV,15016,11618,-7,-14
22,1,EV,15016,11618,17,32
26,5,EV,15016,11618,112,88
25,4,EV,15016,11618,203,194
28,7,EV,15016,11618,-10,-8
30,2,EV,15016,11618,-11,-8
29,1,EV,15016,11618,36,49
13,6,EV,11433,11618,18,-1
11,4,EV,11433,11618,17,5
12,5,EV,11433,11618,110,97
9,2,EV,11433,11618,74,64
10,3,EV,11433,11618,109,105
27,6,EV,11433,11618,-2,-11
25,4,EV,11433,11618,149,161
26,5,EV,11433,11618,74,99
22,1,EV,11433,11618,90,96
20,6,EV,11433,11618,-4,-5
24,3,EV,11433,11618,202,230
23,2,EV,11433,11618,,
18,4,EV,11433,11618,67,81
19,5,EV,11433,11618,93,81
15,1,EV,11433,11618,21,2
17,3,EV,11433,11618,24,25
16,2,EV,11433,11618,-9,-27
29,1,EV,11433,11618,56,69
30,2,EV,11433,11618,-5,-14
10,3,EV,11618,13851,,
9,2,EV,11618,13851,87,73
5,5,EV,11618,13851,37,33
4,4,EV,11618,13851,-5,-16
3,3,EV,11618,13851,55,55
2,2,EV,11618,13851,65,84
1,1,EV,11618,13851,56,75
12,5,EV,11618,13851,99,109
11,4,EV,11618,13851,16,17
14,7,EV,11618,13851,14,32
16,2,EV,11618,13851,-4,-9
17,3,EV,11618,13851,-2,-2
15,1,EV,11618,13851,23,19
19,5,EV,11618,13851,177,203
18,4,EV,11618,13851,57,48
23,2,EV,11618,13851,26,18
24,3,EV,11618,13851,51,80
21,7,EV,11618,13851,-3,-18
26,5,EV,11618,13851,64,94
25,4,EV,11618,13851,58,79
28,7,EV,11618,13851,-6,-16
30,2,EV,11618,13851,-8,7
29,1,EV,11618,13851,68,49
9,2,EV,12266,11433,-5,-17
16,2,EV,12266,11433,30,38
9,2,EV,10693,12266,-10,0
8,1,EV,10693,12266,0,14
10,3,EV,10693,12266,-3,-1
6,6,EV,10693,12266,-12,-10
1,1,EV,10693,12266,11,-5
2,2,EV,10693,12266,-10,-3
3,3,EV,10693,12266,-10,-25
4,4,EV,10693,12266,-2,-14
5,5,EV,10693,12266,-7,-13
14,7,EV,10693,12266,2,-3
11,4,EV,10693,12266,23,33
12,5,EV,10693,12266,-9,-3
16,2,EV,10693,12266,14,54
17,3,EV,10693,12266,-6,18
15,1,EV,10693,12266,-8,-1
18,4,EV,10693,12266,136,158
19,5,EV,10693,12266,26,34
21,7,EV,10693,12266,55,47
22,1,EV,10693,12266,-10,-5
24,3,EV,10693,12266,-6,2
23,2,EV,10693,12266,-5,2
28,7,EV,10693,12266,-8,5
25,4,EV,10693,12266,-8,-3
26,5,EV,10693,12266,-7,-8
29,1,EV,10693,12266,2,7
30,2,EV,10693,12266,-5,-8
5,5,EV,11042,10693,-4,-14
4,4,EV,11042,10693,-4,4
3,3,EV,11042,10693,-10,-17
2,2,EV,11042,10693,-5,-10
1,1,EV,11042,10693,30,18
7,7,EV,11042,10693,0,-8
6,6,EV,12266,10693,-5,9
10,3,EV,12266,10693,-2,-6
9,2,EV,12266,10693,-4,-11
12,5,EV,12266,10693,2,-11
11,4,EV,12266,10693,28,24
14,7,EV,12266,10693,9,-1
13,6,EV,12266,10693,-5,-15
26,5,EV,12266,10693,-2,-12
25,4,EV,12266,10693,0,-14
28,7,EV,12266,10693,-5,-2
27,6,EV,12266,10693,-6,8
23,2,EV,12266,10693,-2,-9
24,3,EV,12266,10693,1,-5
22,1,EV,12266,10693,-9,-21
21,7,EV,12266,10693,72,55
20,6,EV,12266,10693,1,5
19,5,EV,12266,10693,25,21
18,4,EV,12266,10693,59,135
15,1,EV,12266,10693,-1,-6
17,3,EV,12266,10693,-1,-8
16,2,EV,12266,10693,0,16
30,2,EV,12266,10693,-2,-16
29,1,EV,12266,10693,9,6
1,1,EV,10397,11618,-2,-14
9,2,EV,12264,11042,-5,-3
10,3,EV,12264,11042,2,5
13,6,EV,12264,11042,2,0
14,7,EV,12264,11042,4,2
11,4,EV,12264,11042,54,64
12,5,EV,12264,11042,2,1
16,2,EV,12264,11042,-5,-10
17,3,EV,12264,11042,-7,-8
15,1,EV,12264,11042,-4,-16
18,4,EV,12264,11042,46,41
19,5,EV,12264,11042,48,52
20,6,EV,12264,11042,19,10
21,7,EV,12264,11042,-4,-6
22,1,EV,12264,11042,-6,-1
24,3,EV,12264,11042,-4,1
23,2,EV,12264,11042,64,60
27,6,EV,12264,11042,-13,-28
28,7,EV,12264,11042,-4,-6
25,4,EV,12264,11042,-5,5
26,5,EV,12264,11042,-6,-13
29,1,EV,12264,11042,-3,-5
30,2,EV,12264,11042,-3,-9
1,1,EV,12266,10397,-4,-13
2,2,EV,12266,13871,-5,-23
5,5,EV,12266,13871,-1,-8
4,4,EV,12266,13871,-2,-8
3,3,EV,12266,13871,-3,-18
3,3,EV,13871,11618,-8,-24
4,4,EV,13871,11618,-7,-2
5,5,EV,13871,11618,-3,-5
2,2,EV,13871,11618,57,39
8,1,EV,13871,11618,74,52
7,7,EV,13871,11618,15,11
22,1,EV,10397,12266,12,17
5,5,EV,10693,12266,-2,-22
7,7,EV,11618,10721,-4,-14
27,6,EV,11618,13487,12,-7
9,2,EV,12266,13851,0,-16
10,3,EV,12266,13851,-1,-5
12,5,EV,12266,13851,139,126
11,4,EV,12266,13851,102,98
14,7,EV,12266,13851,-13,-23
28,7,EV,12266,13851,34,34
26,5,EV,12266,13851,185,186
25,4,EV,12266,13851,-5,-14
16,2,EV,12266,13851,-4,-17
17,3,EV,12266,13851,-5,-1
15,1,EV,12266,13851,-3,-11
19,5,EV,12266,13851,49,38
18,4,EV,12266,13851,59,51
24,3,EV,12266,13851,-7,-11
23,2,EV,12266,13851,-9,-24
22,1,EV,12266,13851,22,9
21,7,EV,12266,13851,15,17
2,2,EV,13931,12266,-10,-17
3,3,EV,13931,12266,-7,7
30,2,EV,13931,12266,-7,-16
29,1,EV,13931,12266,-6,18
13,6,EV,14027,12266,21,30
20,6,EV,14027,12266,-7,-3
7,7,EV,14100,11618,-7,-13
8,1,EV,14730,12266,-2,-25
4,4,EV,14730,12266,-5,-4
1,1,EV,14730,12266,3,1
10,3,EV,12266,10693,21,16
24,3,EV,12266,10693,-3,22
17,3,EV,12266,10693,-3,-10
6,6,EV,10397,11042,-4,-18
9,2,EV,10693,11618,1,-7
10,3,EV,10693,11618,,
11,4,EV,10693,11618,90,89
12,5,EV,10693,11618,77,78
14,7,EV,10693,11618,19,13
26,5,EV,10693,11618,181,165
25,4,EV,10693,11618,,
28,7,EV,10693,11618,-6,-17
22,1,EV,10693,11618,,
21,7,EV,10693,11618,129,124
23,2,EV,10693,11618,,
24,3,EV,10693,11618,,
18,4,EV,10693,11618,67,108
19,5,EV,10693,11618,,
15,1,EV,10693,11618,-7,-19
16,2,EV,10693,11618,-5,-19
17,3,EV,10693,11618,-5,-17
30,2,EV,10693,11618,-4,-6
29,1,EV,10693,11618,31,35
6,6,EV,11618,10397,-3,-22
8,1,EV,12266,12339,22,14
13,6,EV,13871,12266,-10,-8
20,6,EV,13871,12266,0,-6
27,6,EV,13871,12266,-1,-1
13,6,EV,12266,10693,2,-16
14,7,EV,12266,10693,-2,3
12,5,EV,12266,10693,55,57
11,4,EV,12266,10693,153,145
4,4,EV,12266,10693,-3,11
5,5,EV,12266,10693,52,48
1,1,EV,12266,10693,26,24
2,2,EV,12266,10693,21,25
8,1,EV,12266,10693,97,102
9,2,EV,12266,10693,-2,-2
10,3,EV,12266,10693,,
7,7,EV,12266,10693,-4,3
6,6,EV,12266,10693,-2,-15
20,6,EV,12266,10693,9,-2
22,1,EV,12266,10693,0,5
24,3,EV,12266,10693,4,0
23,2,EV,12266,10693,-1,3
17,3,EV,12266,10693,43,39
16,2,EV,12266,10693,2,1
15,1,EV,12266,10693,22,25
19,5,EV,12266,10693,27,27
18,4,EV,12266,10693,27,24
27,6,EV,12266,10693,25,20
25,4,EV,12266,10693,24,14
26,5,EV,12266,10693,-3,3
29,1,EV,12266,10693,134,137
30,2,EV,12266,10693,34,43
6,6,EV,11057,12264,0,4
14,7,EV,11618,14492,-2,-11
28,7,EV,11618,14492,1,1
21,7,EV,11618,14492,-4,9
7,7,EV,12266,10693,15,9
6,6,EV,12266,11057,0,-12
1,1,EV,12266,14869,47,43
14,7,EV,14492,11618,11,0
5,5,EV,14492,11618,-5,-9
4,4,EV,14492,11618,-7,-19
3,3,EV,14492,11618,16,5
28,7,EV,14492,11618,-5,-22
21,7,EV,14492,11618,-1,83
1,1,EV,14869,11292,43,40
7,7,EV,13342,11042,1,-13
8,1,EV,13342,11042,-6,-17
10,3,EV,13342,11042,12,19
22,1,EV,13342,11042,-3,-11
18,4,EV,13342,11042,212,206
15,1,EV,13342,11042,5,6
25,4,EV,13342,11042,-5,-8
29,1,EV,13342,11042,-7,-2
11,4,EV,13871,12266,158,186
12,5,EV,13871,12266,80,88
26,5,EV,13930,13871,7,3
8,1,EV,11042,13487,-3,4
1,1,EV,11042,13487,-4,3
2,2,EV,11042,13487,-5,-7
3,3,EV,11042,13487,-2,-3
4,4,EV,11042,13487,-9,-17
5,5,EV,11042,13487,-5,-13
9,2,EV,11618,13487,-4,18
16,2,EV,11618,13487,-4,11
23,2,EV,11618,13487,-5,9
30,2,EV,11618,13487,19,17
7,7,EV,12266,11298,-6,-13
10,3,EV,12266,13487,46,26
12,5,EV,12266,13487,-3,-8
11,4,EV,12266,13487,-2,-7
26,5,EV,12266,13487,27,32
25,4,EV,12266,13487,9,35
22,1,EV,12266,13487,-8,-22
24,3,EV,12266,13487,-2,3
17,3,EV,12266,13487,-1,-19
15,1,EV,12266,13487,-4,-19
19,5,EV,12266,13487,7,-7
18,4,EV,12266,13487,0,23
29,1,EV,12266,13487,-3,-12
21,7,EV,12266,14492,-4,-19
28,7,EV,12266,14492,-8,-11
9,2,EV,13487,11042,3,21
8,1,EV,13487,11042,-5,-9
5,5,EV,13487,11042,-3,-16
4,4,EV,13487,11042,-11,-7
3,3,EV,13487,11042,-5,-18
2,2,EV,13487,11042,-6,-21
1,1,EV,13487,11042,4,-5
23,2,EV,13487,11042,-11,-12
16,2,EV,13487,11042,-12,-21
30,2,EV,13487,11042,-5,-5
13,6,EV,14492,12266,48,49
20,6,EV,14492,12266,-5,5
27,6,EV,14492,12266,85,81
1,1,EV,11042,15016,3,0
4,4,EV,11042,15016,-10,-21
5,5,EV,11042,15016,-3,-10
6,6,EV,12266,12339,-1,-4
6,6,EV,12339,11618,-4,-16
7,7,EV,15016,11618,-6,-15
8,1,EV,15016,11618,1,-16
5,5,EV,15016,11618,-7,25
4,4,EV,15016,11618,-4,-11
1,1,EV,15016,11618,11,7
1,1,EV,10792,11618,50,48
4,4,EV,10792,11618,-3,-16
3,3,EV,10792,11618,-7,-14
5,5,EV,10792,11618,20,20
6,6,EV,10792,11618,-8,-23
9,2,EV,11042,11057,162,154
10,3,EV,11042,11057,76,67
12,5,EV,11042,11057,153,147
11,4,EV,11042,11057,66,99
14,7,EV,11042,11057,-9,-10
19,5,EV,11042,11057,92,111
18,4,EV,11042,11057,56,50
15,1,EV,11042,11057,-3,-11
17,3,EV,11042,11057,3,0
16,2,EV,11042,11057,33,30
24,3,EV,11042,11057,-7,-12
23,2,EV,11042,11057,-6,-11
22,1,EV,11042,11057,-8,3
21,7,EV,11042,11057,-3,-5
26,5,EV,11042,11057,0,-9
25,4,EV,11042,11057,53,42
28,7,EV,11042,11057,-10,-2
29,1,EV,11042,11057,37,26
30,2,EV,11042,11057,-19,-28
13,6,EV,11193,12266,-3,8
27,6,EV,11193,12266,-3,31
20,6,EV,11193,12266,,
8,1,EV,11618,10792,-5,-8
6,6,EV,11618,10792,-10,-14
6,6,EV,13487,12266,9,11
12,5,EV,13931,12266,247,258
14,7,EV,13931,12266,-3,24
28,7,EV,13931,12266,-2,2
25,4,EV,13931,12266,-5,6
26,5,EV,13931,12266,-6,8
22,1,EV,13931,12266,-1,-2
21,7,EV,13931,12266,-4,14
18,4,EV,13931,12266,-7,16
19,5,EV,13931,12266,-2,12
15,1,EV,13931,12266,-2,1
9,2,EV,11618,11057,53,37
8,1,EV,11618,11057,14,-18
10,3,EV,11618,11057,131,
2,2,EV,11618,11057,10,-6
1,1,EV,11618,11057,26,31
5,5,EV,11618,11057,79,68
4,4,EV,11618,11057,38,41
3,3,EV,11618,11057,-5,-15
14,7,EV,11618,11057,1,-12
12,5,EV,11618,11057,62,53
11,4,EV,11618,11057,61,43
26,5,EV,11618,11057,80,83
25,4,EV,11618,11057,52,56
28,7,EV,11618,11057,60,53
21,7,EV,11618,11057,-6,-4
22,1,EV,11618,11057,67,51
24,3,EV,11618,11057,124,115
23,2,EV,11618,11057,,
15,1,EV,11618,11057,-4,-14
16,2,EV,11618,11057,-4,-26
17,3,EV,11618,11057,0,-16
19,5,EV,11618,11057,341,327
18,4,EV,11618,11057,133,120
29,1,EV,11618,11057,34,25
30,2,EV,11618,11057,2,-18
6,6,EV,11618,12339,75,63
13,6,EV,12266,10397,1,0
20,6,EV,12266,10397,3,-9
27,6,EV,12266,10397,-1,-9
14,7,EV,12266,13487,-7,3
11,4,EV,12266,13487,48,75
12,5,EV,12266,13487,3,-11
7,7,EV,12266,13487,3,-10
8,1,EV,12266,13487,99,103
9,2,EV,12266,13487,-2,-22
10,3,EV,12266,13487,-2,
2,2,EV,12266,13487,-2,-5
1,1,EV,12266,13487,48,51
5,5,EV,12266,13487,-1,2
4,4,EV,12266,13487,102,111
3,3,EV,12266,13487,-4,-7
26,5,EV,12266,13487,-2,-21
25,4,EV,12266,13487,32,21
28,7,EV,12266,13487,16,31
21,7,EV,12266,13487,-3,7
23,2,EV,12266,13487,-6,-16
24,3,EV,12266,13487,-9,-8
18,4,EV,12266,13487,39,48
19,5,EV,12266,13487,16,13
17,3,EV,12266,13487,33,30
16,2,EV,12266,13487,4,-20
15,1,EV,12266,13487,-5,-9
30,2,EV,12266,13487,56,56
29,1,EV,12266,13487,2,-7
6,6,EV,12339,13930,59,65
7,7,EV,13487,12266,9,12
10,3,EV,13487,12266,,
9,2,EV,13487,12266,-5,-7
8,1,EV,13487,12266,100,86
3,3,EV,13487,12266,-5,-13
4,4,EV,13487,12266,112,78
5,5,EV,13487,12266,-1,-15
1,1,EV,13487,12266,47,24
12,5,EV,13487,12266,-10,7
11,4,EV,13487,12266,73,73
14,7,EV,13487,12266,0,6
15,1,EV,13487,12266,-13,-12
16,2,EV,13487,12266,-6,-9
17,3,EV,13487,12266,37,60
19,5,EV,13487,12266,13,0
18,4,EV,13487,12266,63,104
24,3,EV,13487,12266,-8,-21
23,2,EV,13487,12266,-4,2
21,7,EV,13487,12266,11,7
22,1,EV,13487,12266,126,151
28,7,EV,13487,12266,25,16
25,4,EV,13487,12266,19,19
26,5,EV,13487,12266,-15,-30
29,1,EV,13487,12266,-8,-6
30,2,EV,13487,12266,51,31
2,2,EV,10529,11618,22,10
3,3,EV,10529,11618,-3,0
6,6,EV,10529,11618,-3,-20
9,2,EV,11193,11618,-10,-25
6,6,EV,11618,10529,-5,-18
3,3,EV,11618,10529,17,5
2,2,EV,11618,10529,36,26
9,2,EV,11618,14492,16,3
8,1,EV,13342,11042,-5,-16
10,3,EV,13342,11042,17,22
1,1,EV,13342,11042,-2,-10
4,4,EV,13342,11042,-8,-18
5,5,EV,13342,11042,-13,-30
14,7,EV,13342,11042,-9,-13
11,4,EV,13342,11042,31,47
12,5,EV,13342,11042,-3,-6
26,5,EV,13342,11042,-11,-16
25,4,EV,13342,11042,-8,-11
28,7,EV,13342,11042,-5,-2
22,1,EV,13342,11042,-12,-19
21,7,EV,13342,11042,-3,-6
23,2,EV,13342,11042,-6,-12
24,3,EV,13342,11042,6,11
18,4,EV,13342,11042,0,-8
19,5,EV,13342,11042,-9,-8
17,3,EV,13342,11042,13,10
16,2,EV,13342,11042,-11,-15
15,1,EV,13342,11042,-7,-13
30,2,EV,13342,11042,113,109
29,1,EV,13342,11042,-12,-18
7,7,EV,14524,11618,-10,-18
2,2,EV,10423,12266,-6,-15
2,2,EV,11292,10423,-4,-6
6,6,EV,12266,13198,2,-2
5,5,EV,12266,13198,-3,9
4,4,EV,12266,13198,5,14
3,3,EV,13930,13487,0,-16
14,7,EV,11298,12266,-4,-10
28,7,EV,11298,12266,64,54
21,7,EV,11298,12266,-10,-19
8,1,EV,11618,13871,-6,-10
3,3,EV,11618,13871,22,17
4,4,EV,11618,13871,-6,-10
5,5,EV,11618,13871,-7,-17
2,2,EV,11618,13871,-3,-8
1,1,EV,11618,13871,-4,-15
14,7,EV,12266,10397,55,44
28,7,EV,12266,10397,71,65
21,7,EV,12266,10397,178,154
1,1,EV,13871,13930,-9,-20
2,2,EV,13871,13930,-10,-23
5,5,EV,13871,13930,-6,-8
4,4,EV,13871,13930,-10,-15
3,3,EV,13871,13930,21,15
8,1,EV,11618,14524,-6,-12
4,4,EV,11618,14524,-5,-14
5,5,EV,11618,14524,-4,-4
1,1,EV,11618,14524,52,65
1,1,EV,14524,11042,64,64
5,5,EV,14524,11042,-3,-10
4,4,EV,14524,11042,-7,-23
12,5,EV,14524,11042,173,168
11,4,EV,14524,11042,42,50
26,5,EV,14524,11042,102,136
25,4,EV,14524,11042,26,26
22,1,EV,14524,11042,-1,-2
15,1,EV,14524,11042,-2,-5
19,5,EV,14524,11042,46,39
18,4,EV,14524,11042,28,22
29,1,EV,14524,11042,22,18
4,4,EV,10423,12266,9,20
5,5,EV,10423,12266,3,-3
1,1,EV,10423,12266,21,27
8,1,EV,10423,12266,8,3
2,2,EV,10821,11618,4,30
3,3,EV,10821,11618,-8,-25
3,3,EV,11042,10821,0,-6
2,2,EV,11042,10821,-4,-13
1,1,EV,12266,10423,4,4
4,4,EV,12266,10423,4,3
5,5,EV,12266,10423,13,8
8,1,EV,12266,10423,1,-2
7,7,EV,12266,13851,-2,-13
6,6,EV,12266,14869,-4,-15
13,6,EV,12339,12266,-7,5
20,6,EV,12339,12266,5,-2
27,6,EV,12339,12266,-8,-7
6,6,EV,14869,11292,4,1
10,3,EV,10693,11042,,
24,3,EV,10693,11042,110,99
17,3,EV,10693,11042,-6,-18
5,5,EV,10693,12266,100,85
4,4,EV,10693,12266,-5,-7
1,1,EV,10693,12266,-5,-2
6,6,EV,11042,14635,-1,-12
10,3,EV,11618,10693,-1,-6
24,3,EV,11618,10693,-6,7
17,3,EV,11618,10693,-2,8
7,7,EV,13495,12266,9,4
13,6,EV,13931,11618,-9,-15
20,6,EV,13931,11618,-6,-18
27,6,EV,13931,11618,-9,-27
11,4,EV,10529,11618,-7,-16
6,6,EV,10529,11618,-3,-13
8,1,EV,10529,11618,-10,-24
1,1,EV,10529,11618,-4,-9
25,4,EV,10529,11618,-5,-17
22,1,EV,10529,11618,-2,19
15,1,EV,10529,11618,-9,-19
18,4,EV,10529,11618,-8,-8
29,1,EV,10529,11618,-7,-24
12,5,EV,11042,14635,43,45
19,5,EV,11042,14635,-1,19
26,5,EV,11042,14635,1,-2
11,4,EV,11057,12266,85,118
25,4,EV,11057,12266,2,17
18,4,EV,11057,12266,,
15,1,EV,11057,12266,-5,9
22,1,EV,11057,12266,-1,-1
29,1,EV,11057,12266,-4,-5
11,4,EV,11618,11057,,
1,1,EV,11618,11057,-8,-11
5,5,EV,11618,11057,-3,-13
4,4,EV,11618,11057,-3,1
8,1,EV,11618,11057,-4,-23
6,6,EV,11618,11057,-3,-18
7,7,EV,11618,11057,-6,-20
22,1,EV,11618,11057,3,21
15,1,EV,11618,11057,-6,-21
18,4,EV,11618,11057,2,-1
25,4,EV,11618,11057,-3,38
29,1,EV,11618,11057,-2,-12
28,7,EV,14122,12266,-8,-7
21,7,EV,14122,12266,5,-3
13,6,EV,10529,11618,-8,-19
20,6,EV,10529,11618,,
27,6,EV,10529,11618,-6,-22
4,4,EV,11057,12266,-10,-17
3,3,EV,11057,12266,22,35
1,1,EV,11057,12266,8,-22
2,2,EV,11057,12266,6,4
13,6,EV,11618,11057,-5,-3
27,6,EV,11618,11057,-11,-4
20,6,EV,11618,11057,-4,-3
11,4,EV,11618,12451,81,72
12,5,EV,11618,12451,,
9,2,EV,11618,12451,-6,-24
10,3,EV,11618,12451,-3,-17
22,1,EV,11618,12451,36,46
24,3,EV,11618,12451,8,-1
23,2,EV,11618,12451,-8,-14
18,4,EV,11618,12451,-2,-16
19,5,EV,11618,12451,-2,-7
15,1,EV,11618,12451,-1,-17
17,3,EV,11618,12451,3,-5
16,2,EV,11618,12451,-7,3
25,4,EV,11618,12451,5,8
26,5,EV,11618,12451,-9,7
29,1,EV,11618,12451,-5,0
30,2,EV,11618,12451,62,60
2,2,EV,12266,11057,2,8
1,1,EV,12266,11057,0,6
3,3,EV,12266,11057,16,18
4,4,EV,12266,11057,-8,-12
9,2,EV,12451,12266,-4,32
10,3,EV,12451,12266,0,-5
11,4,EV,12451,12266,68,78
12,5,EV,12451,12266,-4,-1
22,1,EV,12451,12266,39,44
24,3,EV,12451,12266,-1,5
23,2,EV,12451,12266,-1,11
18,4,EV,12451,12266,-3,-9
19,5,EV,12451,12266,-9,8
15,1,EV,12451,12266,-10,-7
17,3,EV,12451,12266,-5,3
16,2,EV,12451,12266,-2,-2
25,4,EV,12451,12266,7,15
26,5,EV,12451,12266,-1,2
29,1,EV,12451,12266,-7,6
30,2,EV,12451,12266,62,78
8,1,EV,10397,11618,7,-6
14,7,EV,12266,10397,10,10
21,7,EV,12266,10397,0,-18
28,7,EV,12266,10397,1,2
13,6,EV,12266,13198,-5,-15
12,5,EV,12266,13198,13,4
11,4,EV,12266,13198,4,9
9,2,EV,12266,13198,-2,-13
10,3,EV,12266,13198,2,-7
7,7,EV,12266,13198,45,48
4,4,EV,12266,13198,69,66
3,3,EV,12266,13198,-4,-15
5,5,EV,12266,13198,-6,-13
1,1,EV,12266,13198,-1,-8
2,2,EV,12266,13198,20,5
27,6,EV,12266,13198,-5,-4
26,5,EV,12266,13198,9,5
25,4,EV,12266,13198,0,-10
22,1,EV,12266,13198,14,24
20,6,EV,12266,13198,25,15
23,2,EV,12266,13198,3,-10
24,3,EV,12266,13198,4,7
15,1,EV,12266,13198,-1,-12
16,2,EV,12266,13198,0,-5
17,3,EV,12266,13198,29,13
19,5,EV,12266,13198,126,130
18,4,EV,12266,13198,34,36
29,1,EV,12266,13198,2,-1
30,2,EV,12266,13198,1,14
13,6,EV,13495,12266,-11,-7
20,6,EV,13495,12266,-4,-4
27,6,EV,13495,12266,-3,-24
11,4,EV,14683,12266,13,7
12,5,EV,14683,12266,-4,-4
18,4,EV,14683,12266,74,75
19,5,EV,14683,12266,,
25,4,EV,14683,12266,-8,-18
26,5,EV,14683,12266,-1,-6
6,6,EV,11042,13342,-9,-16
3,3,EV,12266,11193,20,4
4,4,EV,12266,11193,21,33
5,5,EV,12266,11193,6,7
2,2,EV,12266,11193,0,-8
1,1,EV,12266,11193,103,109
7,7,EV,12266,11193,38,34
8,1,EV,12266,11193,48,50
14,7,EV,12266,11193,2,-6
21,7,EV,12266,11193,-2,-11
28,7,EV,12266,11193,50,44
4,4,EV,14107,12266,-9,-9
1,1,EV,14107,12266,-4,-16
10,3,EV,12266,12339,0,12
17,3,EV,12266,12339,-9,1
28,7,EV,13198,12266,-3,-15
8,1,EV,10693,11618,6,-2
1,1,EV,10693,11618,48,43
2,2,EV,10693,11618,80,75
4,4,EV,10693,11618,-11,-18
3,3,EV,10693,11618,3,-11
5,5,EV,10693,11618,-8,6
13,6,EV,11066,12266,52,64
20,6,EV,11066,12266,-15,-21
27,6,EV,11066,12266,-3,2
8,1,EV,13930,10693,-5,9
5,5,EV,13930,10693,-1,-10
3,3,EV,13930,10693,32,19
4,4,EV,13930,10693,-1,-5
2,2,EV,13930,10693,4,-6
1,1,EV,13930,10693,-8,-17
13,6,EV,12266,11057,-10,-23
27,6,EV,12266,11057,-6,-19
20,6,EV,12266,11057,-6,-25
14,7,EV,13198,12266,-10,-20
21,7,EV,13198,12266,-7,-20
28,7,EV,13198,12266,-10,-16
13,6,EV,13342,12266,-9,-8
11,4,EV,13342,12266,40,42
7,7,EV,13342,12266,-10,-25
27,6,EV,13342,12266,-7,-19
25,4,EV,13342,12266,-4,-3
22,1,EV,13342,12266,-5,-2
20,6,EV,13342,12266,0,-4
15,1,EV,13342,12266,2,9
29,1,EV,13342,12266,6,2
5,5,EV,13930,10792,-7,-19
3,3,EV,13930,10792,-2,-5
4,4,EV,13930,10792,-5,-9
1,1,EV,13930,10792,0,-7
2,2,EV,13930,10792,3,-5
12,5,EV,14027,12266,16,27
19,5,EV,14027,12266,5,38
26,5,EV,14027,12266,0,16
9,2,EV,10397,12266,-11,2
16,2,EV,10397,12266,-7,-5
23,2,EV,10397,12266,-7,6
13,6,EV,11057,12266,-9,0
14,7,EV,11057,12266,-5,3
20,6,EV,11057,12266,-7,6
21,7,EV,11057,12266,-10,1
27,6,EV,11057,12266,-10,-21
28,7,EV,11057,12266,17,18
4,4,EV,11618,13342,21,10
3,3,EV,11618,13342,98,99
26,5,EV,12339,12266,-11,-15
3,3,EV,13342,12266,96,79
4,4,EV,13342,12266,8,-31
6,6,EV,11278,11618,-9,10
7,7,EV,11618,13342,3,-6
7,7,EV,12264,11618,3,-20
14,7,EV,12266,11298,-5,-13
13,6,EV,12266,11298,0,-10
28,7,EV,12266,11298,71,68
27,6,EV,12266,11298,4,-8
21,7,EV,12266,11298,-2,-16
